customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,tech_support,streaming_tv,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,churn
643,66,60.424164210703914,5433.996382541829,Month-to-month,Bank transfer,DSL,Yes,Yes,No internet service,No,1,No,No,No,Yes,0
644,43,119.32651964297466,5103.166178049224,One year,Bank transfer,DSL,No,No internet service,No internet service,No,0,Yes,No,Yes,No,0
645,23,106.85570282494608,3753.6726622041874,One year,Mailed check,Fiber optic,No internet service,Yes,No internet service,Yes,1,Yes,Yes,Yes,No,0
646,55,76.4639857896202,4492.814151811692,Two year,Mailed check,No,No,Yes,No internet service,No,1,Yes,No,Yes,No phone service,0
647,16,71.66275918542753,2350.3634345900014,Two year,Credit card,Fiber optic,No internet service,Yes,Yes,No,0,Yes,Yes,Yes,No,0
648,8,48.4600382304681,291.49804627687854,Two year,Mailed check,No,No,Yes,No,No,0,No,No,Yes,No,0
649,4,71.72094276935294,5037.653687928023,One year,Mailed check,DSL,Yes,No,No,No,1,No,Yes,No,Yes,1
650,4,104.81814982799472,2095.291617187727,Month-to-month,Bank transfer,No,No internet service,No,No internet service,Yes,1,No,No,Yes,Yes,1
651,56,88.51745132777806,5384.734309539369,Two year,Mailed check,DSL,No,No,No internet service,No,1,Yes,Yes,No,No,0
652,25,49.004402817798656,6001.367146815979,One year,Bank transfer,DSL,No internet service,No,Yes,Yes,0,No,No,No,No,0
653,67,40.14639210535329,7335.829194219871,Two year,Electronic check,Fiber optic,Yes,No internet service,No internet service,No,1,Yes,No,No,Yes,0
654,67,46.52085369968291,7669.170084288942,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,1,Yes,No,No,No,0
655,27,36.97592013928265,183.1557658466414,Month-to-month,Electronic check,Fiber optic,No internet service,Yes,No,Yes,1,Yes,No,Yes,No,0
656,32,29.564069602371596,7923.956253901635,Month-to-month,Electronic check,No,No internet service,Yes,No,Yes,1,No,Yes,No,Yes,0
657,50,61.9136174442055,5495.844716103871,Month-to-month,Electronic check,No,Yes,No internet service,No internet service,No,0,No,Yes,No,Yes,0
658,61,31.32996043982677,5183.840866956095,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,Yes,Yes,1,No,No,Yes,No phone service,0
659,51,37.191255772710434,220.18345204330774,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,0,No,No,No,No,0
660,19,74.73246843394861,6903.743953905227,One year,Bank transfer,DSL,No,Yes,No,No,1,Yes,No,Yes,Yes,0
661,21,36.45992736995747,1249.3824332578283,Two year,Bank transfer,No,No internet service,Yes,No,No,1,No,No,Yes,Yes,0
662,5,26.387976743090285,6714.908216071024,Month-to-month,Bank transfer,DSL,Yes,No internet service,Yes,No,1,No,Yes,Yes,No,1
663,42,51.73888500278852,222.94411544385642,Two year,Bank transfer,No,No internet service,Yes,Yes,No,1,No,Yes,No,No,0
664,61,42.031909862196756,5203.117673743374,Two year,Mailed check,Fiber optic,No,No internet service,No,Yes,0,Yes,Yes,No,Yes,0
665,22,71.53051879943767,3534.9321167816393,One year,Mailed check,No,No,No,Yes,Yes,0,Yes,Yes,No,No,0
666,21,30.23670845832093,1686.0571595687475,Month-to-month,Credit card,No,Yes,No internet service,No,No,0,No,Yes,No,No phone service,0
667,70,95.17707876829782,949.7349949864295,Month-to-month,Mailed check,DSL,No internet service,Yes,Yes,Yes,1,No,Yes,No,Yes,1
668,1,110.62335194351387,3577.008802715979,One year,Bank transfer,Fiber optic,No,No internet service,No internet service,Yes,1,Yes,No,Yes,Yes,1
669,5,94.34351739561944,1074.1158620392557,One year,Bank transfer,Fiber optic,No internet service,No internet service,No,Yes,0,Yes,No,Yes,No,1
670,12,73.28270374013943,3942.9282323592756,One year,Electronic check,Fiber optic,No internet service,No,Yes,Yes,0,No,No,No,Yes,0
671,46,106.06678217888852,5039.214763357533,One year,Electronic check,DSL,Yes,Yes,No,Yes,0,Yes,Yes,No,No,0
672,34,89.49183797815076,6636.335129498129,One year,Credit card,DSL,No,Yes,Yes,No,1,Yes,Yes,No,No phone service,0
673,49,21.055112245018986,5461.330553744647,Two year,Mailed check,DSL,No,No,No internet service,No,1,Yes,Yes,No,No phone service,0
674,45,59.40901527745031,615.0781569785887,One year,Bank transfer,No,No,No internet service,No internet service,No,0,Yes,Yes,Yes,No phone service,0
675,27,105.09518994068,2528.717007127914,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No,0,Yes,No,No,Yes,1
676,26,54.58588579752693,2375.031002666753,Month-to-month,Credit card,DSL,No,Yes,No,No,0,Yes,No,No,No phone service,0
677,47,23.52151735255235,7328.756145421566,One year,Electronic check,DSL,No,No internet service,No internet service,No,1,Yes,Yes,No,No,0
678,56,94.61796385522723,6955.478150702832,One year,Bank transfer,Fiber optic,No internet service,No,No,No,1,No,Yes,No,No,0
679,63,100.20382702828685,3024.168554968294,One year,Electronic check,No,No,Yes,No internet service,Yes,1,Yes,Yes,No,No phone service,0
680,48,36.05936950433085,662.1265214723907,One year,Bank transfer,No,No,No internet service,No,No,1,No,Yes,Yes,No phone service,0
681,61,73.73404968431812,7163.447810657394,One year,Electronic check,Fiber optic,No internet service,No,No internet service,Yes,1,No,No,Yes,No,0
682,26,39.19554389957258,7116.700628417079,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,0,No,No,Yes,No phone service,0
683,36,91.92344190441467,6852.494443042728,Two year,Credit card,Fiber optic,Yes,Yes,Yes,Yes,0,No,Yes,No,No phone service,0
684,1,47.15504551774857,6776.144938110463,One year,Mailed check,DSL,No internet service,Yes,No,Yes,1,No,No,No,No phone service,0
685,8,51.621512256333006,3894.006608580622,One year,Electronic check,DSL,No,No internet service,No internet service,Yes,0,No,Yes,Yes,No,0
686,52,104.49708536401013,1501.710052771826,One year,Bank transfer,DSL,Yes,No internet service,No internet service,No,1,Yes,Yes,Yes,No,0
687,47,67.63223522069043,3872.155598653179,Month-to-month,Mailed check,DSL,No internet service,No internet service,Yes,Yes,0,Yes,No,No,No phone service,0
688,56,86.97544512182478,4007.3223882887723,Month-to-month,Mailed check,DSL,No,No,No internet service,No,0,No,No,No,No,1
689,14,60.23730507224676,3970.4608506344,Two year,Electronic check,No,No internet service,No,No internet service,No,0,No,No,Yes,No phone service,0
690,28,49.800685719375544,4356.303430309417,Two year,Electronic check,No,Yes,No internet service,No,No,1,Yes,No,Yes,No phone service,0
691,2,82.54780604246614,2135.4904816301255,Two year,Electronic check,No,No internet service,Yes,Yes,Yes,0,Yes,No,Yes,No phone service,1
692,26,35.485757407882126,2993.305330955559,Two year,Mailed check,Fiber optic,No,No,No internet service,Yes,1,No,Yes,Yes,Yes,0
693,14,57.2999835566863,3530.074076511409,Month-to-month,Credit card,No,Yes,No,No internet service,No,0,No,Yes,No,Yes,0
694,59,40.90370373859223,1135.857555180349,Two year,Electronic check,Fiber optic,No internet service,No internet service,No,No,0,No,Yes,Yes,No phone service,0
695,56,89.57949669407455,3697.3766630358537,One year,Mailed check,No,No,Yes,No,No,0,Yes,Yes,Yes,Yes,0
696,7,114.42088383461076,6502.709974849785,Month-to-month,Mailed check,DSL,No,No,No,No,0,Yes,Yes,No,No phone service,1
697,3,119.55109680158664,6641.670387589723,Month-to-month,Bank transfer,No,Yes,Yes,No,No,0,Yes,No,Yes,Yes,1
698,23,65.02768104415907,3351.3537980181395,Month-to-month,Electronic check,DSL,Yes,No,No internet service,Yes,0,No,Yes,No,No phone service,0
699,18,45.25303896364445,4198.585665466393,One year,Credit card,DSL,No internet service,Yes,No internet service,No,1,Yes,No,Yes,Yes,0
700,38,64.28293703843241,365.8376238669474,Month-to-month,Bank transfer,No,No,Yes,No internet service,No,1,No,No,Yes,No,0
701,15,104.72694099627238,5428.017196101916,One year,Electronic check,No,Yes,No,No,No,1,No,Yes,No,No,0
702,64,40.60056785520399,3296.3864752802183,Two year,Bank transfer,DSL,No,Yes,No internet service,No,1,Yes,Yes,Yes,Yes,0
703,28,115.20956516529237,3619.2736963584316,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,Yes,1,Yes,Yes,No,No phone service,1
704,39,54.1865768798151,7002.014544720141,One year,Bank transfer,Fiber optic,Yes,No,Yes,No,1,Yes,No,No,Yes,0
705,57,118.5803659450305,3748.492033028806,Month-to-month,Credit card,No,No internet service,Yes,No internet service,No,0,No,Yes,Yes,Yes,1
706,17,103.86088875339622,267.4187452000368,Two year,Bank transfer,DSL,No internet service,No,No,Yes,0,Yes,No,No,No,0
707,44,100.85705341473903,1897.1780378655928,Month-to-month,Bank transfer,Fiber optic,Yes,Yes,Yes,No,0,No,Yes,No,No,1
708,25,51.790467377328355,3857.4028530352457,Two year,Bank transfer,No,No internet service,No,No internet service,Yes,1,Yes,Yes,No,No,0
709,17,20.877721194792947,3452.7307127134322,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,1,No,Yes,Yes,Yes,0
710,13,58.213290882598784,6896.9240845157965,One year,Electronic check,DSL,Yes,No,Yes,No,0,Yes,No,No,No,0
711,25,50.180936966269364,4382.886323518716,Two year,Credit card,Fiber optic,No,No,Yes,No,0,No,No,Yes,No,0
712,68,23.739699040879728,5548.122361129456,Month-to-month,Bank transfer,No,No internet service,No internet service,Yes,Yes,0,Yes,No,No,No,0
713,10,70.53652565059296,3807.6540466434135,Two year,Mailed check,Fiber optic,Yes,No,No internet service,Yes,0,No,Yes,No,No phone service,1
714,67,60.30313112827366,3573.2802990674027,Two year,Bank transfer,No,No,No,Yes,No,1,Yes,Yes,No,No phone service,0
715,18,83.45564677415247,3625.664680947375,One year,Mailed check,No,No,Yes,No internet service,No,0,Yes,No,No,Yes,0
716,34,82.11863221940833,3346.280400581327,One year,Mailed check,Fiber optic,No,Yes,Yes,Yes,1,Yes,Yes,No,No,0
717,8,32.07466358966801,4354.808748248207,One year,Bank transfer,Fiber optic,No,Yes,Yes,No,1,Yes,No,No,Yes,0
718,40,117.69655461266225,2078.5028738534693,One year,Mailed check,DSL,No,Yes,Yes,Yes,0,No,Yes,Yes,Yes,0
719,42,38.69314294414469,7139.3360313503845,Two year,Mailed check,DSL,No internet service,No internet service,No internet service,No,1,Yes,No,Yes,No,0
720,41,64.52740247647046,2731.375829941596,Two year,Bank transfer,DSL,No internet service,No internet service,Yes,No,1,No,Yes,Yes,Yes,0
721,6,68.8117543433735,1265.4382900010398,Month-to-month,Electronic check,DSL,No internet service,Yes,Yes,Yes,0,Yes,No,No,No,1
722,52,101.30627972141201,862.7487809221865,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes,No,Yes,1,Yes,Yes,Yes,No,1
723,26,29.922959609464677,206.0410294490081,Month-to-month,Credit card,DSL,No internet service,Yes,Yes,No,1,Yes,No,No,No phone service,0
724,64,62.864427920853174,3440.5630206782057,One year,Mailed check,Fiber optic,No internet service,Yes,No,Yes,0,Yes,No,Yes,Yes,0
725,59,82.85021702362039,1582.126809508855,Two year,Credit card,No,No internet service,No,No internet service,No,0,No,No,No,Yes,0
726,56,41.51556216240556,271.0184304392585,Two year,Mailed check,Fiber optic,No,Yes,Yes,No,0,No,Yes,Yes,No,0
727,59,82.74678987660728,4208.154415687238,Month-to-month,Electronic check,DSL,No internet service,No,Yes,Yes,0,Yes,No,Yes,No phone service,1
728,70,112.36648375496527,5471.830534341016,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,0,No,Yes,Yes,No phone service,1
729,33,119.7518131172675,777.4333021977244,Two year,Bank transfer,Fiber optic,Yes,No internet service,No,No,1,No,No,Yes,Yes,0
730,53,23.245107679067573,3741.2741060653107,One year,Mailed check,Fiber optic,No internet service,No internet service,Yes,Yes,0,Yes,No,No,No phone service,0
731,22,43.558822824467754,5974.666560945899,Month-to-month,Credit card,Fiber optic,No,Yes,No internet service,Yes,0,Yes,No,No,Yes,0
732,21,51.03071157916975,7887.873885966558,Month-to-month,Bank transfer,Fiber optic,Yes,No internet service,No,Yes,1,No,No,No,Yes,0
733,70,59.91261004449661,5370.803722676231,Two year,Credit card,DSL,Yes,No internet service,Yes,No,1,No,Yes,Yes,No phone service,0
734,70,44.22571575847674,2034.2324513952126,Two year,Electronic check,Fiber optic,No,No internet service,No,Yes,1,Yes,Yes,No,No,0
735,4,40.34879945553125,5760.773754254096,Month-to-month,Credit card,DSL,No,No internet service,No internet service,No,0,Yes,No,No,Yes,1
736,62,115.45538424175,4823.642471876657,Month-to-month,Credit card,No,No,No,No,Yes,0,Yes,Yes,Yes,Yes,1
737,62,111.85216027705178,1773.2143797942272,One year,Credit card,Fiber optic,No internet service,No,Yes,No,0,Yes,Yes,Yes,Yes,0
738,24,24.699250100311748,6823.775524195682,One year,Bank transfer,No,Yes,No,No,No,1,Yes,No,Yes,Yes,0
739,55,53.881302160484815,3476.494975098047,One year,Electronic check,DSL,No internet service,No,No internet service,Yes,0,Yes,Yes,Yes,No phone service,0
740,9,60.51485536784066,7699.623472399595,One year,Electronic check,Fiber optic,No internet service,Yes,Yes,No,1,Yes,Yes,No,No phone service,0
741,3,43.90145346659433,5810.917958837446,Month-to-month,Electronic check,No,No internet service,No internet service,Yes,No,1,Yes,Yes,Yes,No phone service,1
742,31,82.88728969881755,5192.048921591395,Month-to-month,Credit card,DSL,Yes,No internet service,Yes,Yes,1,Yes,Yes,No,No phone service,1
743,40,84.0380746644241,5853.987416064839,Month-to-month,Bank transfer,No,Yes,Yes,Yes,No,1,Yes,Yes,Yes,Yes,1
744,36,105.05042283285971,3876.96644866395,One year,Bank transfer,Fiber optic,Yes,Yes,No internet service,No,1,No,No,Yes,No,0
745,24,94.08692683852178,4091.2891746332243,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,No,1,No,Yes,Yes,No,1
746,6,74.25733269659557,6824.538345013477,Two year,Credit card,Fiber optic,No internet service,No,No internet service,No,0,No,Yes,Yes,No phone service,1
747,66,85.35867700444199,5479.335439483672,One year,Electronic check,DSL,No,No internet service,No internet service,No,1,Yes,No,No,Yes,0
748,4,47.39887815430181,7188.22226901397,Two year,Credit card,No,No,Yes,No,No,0,No,No,Yes,No phone service,0
749,6,79.30561899673576,7137.531353236722,One year,Bank transfer,DSL,No internet service,No internet service,No,Yes,1,Yes,No,Yes,No,1
750,51,68.92272547499192,7814.271268949568,Month-to-month,Credit card,No,Yes,Yes,Yes,Yes,1,Yes,Yes,No,No phone service,0
751,62,33.33444673163704,5631.69580487814,One year,Mailed check,DSL,No internet service,No,Yes,Yes,1,Yes,No,Yes,Yes,0
752,57,44.254427658297075,4068.183569527762,Two year,Electronic check,Fiber optic,No,No internet service,No internet service,No,1,No,Yes,No,Yes,0
753,66,49.169345072158606,1413.8624316517507,One year,Electronic check,No,Yes,No internet service,No,Yes,1,Yes,No,No,Yes,0
754,8,112.4309567052558,5672.506421214597,Two year,Bank transfer,No,Yes,Yes,Yes,Yes,1,Yes,No,No,No phone service,1
755,26,43.03866393858895,2403.4639624034526,Month-to-month,Credit card,No,No,No internet service,Yes,No,1,No,Yes,Yes,No,0
756,51,48.924390281966815,2335.285787494917,Two year,Bank transfer,DSL,Yes,No,No internet service,Yes,0,Yes,No,No,Yes,0
757,45,56.93541300894323,1982.473433939738,Month-to-month,Credit card,Fiber optic,Yes,No internet service,No,Yes,1,No,No,Yes,No,0
758,44,86.3742738625387,7013.464253076457,Two year,Mailed check,No,No internet service,Yes,Yes,No,0,No,No,No,No,0
759,5,31.823839247214053,6956.91912878905,Month-to-month,Electronic check,DSL,No internet service,No internet service,Yes,Yes,1,Yes,Yes,No,No phone service,1
760,70,115.3945212493776,5084.66651447346,Two year,Electronic check,No,No,No,Yes,Yes,1,No,No,Yes,No phone service,0
761,26,106.55712200947644,3836.5497528288133,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,Yes,0,No,Yes,No,No,1
762,68,77.72160730089502,5409.704234780513,Month-to-month,Electronic check,No,No,Yes,Yes,Yes,0,Yes,Yes,Yes,Yes,1
763,19,87.40378674249567,4897.1126573572865,Month-to-month,Credit card,Fiber optic,Yes,No,Yes,Yes,1,Yes,No,No,Yes,1
764,20,21.6660471244216,3384.30056175476,Two year,Bank transfer,DSL,No,Yes,No,Yes,0,Yes,No,Yes,No phone service,0
765,12,53.89447753484487,3099.083853136511,Two year,Mailed check,DSL,No internet service,Yes,No internet service,No,1,Yes,No,Yes,Yes,0
766,47,99.5660230661442,3124.0750343482664,Month-to-month,Credit card,Fiber optic,Yes,No internet service,No internet service,No,0,No,No,No,No,1
767,1,27.74829737923859,4754.153884932702,One year,Mailed check,Fiber optic,No,Yes,No internet service,Yes,0,Yes,No,No,Yes,0
768,14,48.23138342107202,5216.587913354524,Month-to-month,Bank transfer,DSL,Yes,No internet service,Yes,Yes,0,No,No,Yes,No phone service,0
769,64,78.52968283343112,3668.7598527719915,One year,Bank transfer,Fiber optic,Yes,No,No internet service,Yes,0,Yes,Yes,No,No,0
770,38,45.64130276989418,7752.66245668304,Month-to-month,Bank transfer,Fiber optic,Yes,No,No,No,0,No,No,Yes,No,0
771,37,113.39779741445192,762.3811722354002,Two year,Credit card,No,No,No,Yes,Yes,1,Yes,No,No,Yes,0
772,11,33.10586308042904,2841.6715050348384,One year,Mailed check,DSL,Yes,No,No,No,0,No,Yes,Yes,Yes,0
773,3,99.73943579077786,3410.689996690983,Two year,Mailed check,DSL,Yes,Yes,Yes,No,0,Yes,No,Yes,No,1
774,33,70.79486919064082,233.67861337305064,One year,Electronic check,Fiber optic,Yes,Yes,Yes,Yes,0,No,Yes,No,No phone service,0
775,6,95.0330775819956,2983.1617825789785,One year,Credit card,Fiber optic,No internet service,No internet service,No internet service,No,1,Yes,Yes,Yes,No phone service,1
776,50,51.071532831144744,2262.3083456654563,One year,Electronic check,Fiber optic,No,No internet service,No,Yes,1,No,Yes,Yes,Yes,0
777,10,71.44896023120388,4097.686534797098,One year,Electronic check,DSL,No internet service,No internet service,No internet service,No,0,Yes,No,No,No phone service,1
778,5,105.68353497231763,2757.643322747827,Two year,Credit card,No,Yes,Yes,Yes,Yes,1,Yes,Yes,No,No,1
779,23,66.68780991231044,5836.838866077043,One year,Electronic check,DSL,Yes,No internet service,No,Yes,1,Yes,No,Yes,No phone service,0
780,10,55.971986191026964,4128.466713720423,Month-to-month,Electronic check,No,No internet service,Yes,No,No,1,Yes,Yes,No,No,1
781,44,73.6155386252736,1125.1216446204885,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,Yes,0,Yes,Yes,Yes,Yes,1
782,2,91.73627530363669,6025.484460740343,One year,Bank transfer,DSL,No internet service,Yes,No internet service,No,0,No,Yes,Yes,No phone service,1
783,13,64.35633454985027,883.9082790531452,Two year,Credit card,No,Yes,No,Yes,Yes,1,No,No,No,No,0
784,40,113.8876975142273,6728.488427826923,Two year,Bank transfer,DSL,Yes,No internet service,No,No,1,No,No,No,Yes,0
785,2,49.4945824042342,7458.2353332811335,One year,Electronic check,No,Yes,Yes,No,Yes,0,Yes,Yes,No,No,0
786,65,67.54636061691204,2647.317792460346,Two year,Electronic check,No,Yes,No internet service,No,Yes,0,Yes,No,Yes,No phone service,0
787,63,95.69276593414415,7416.526802777154,Two year,Bank transfer,DSL,No,No internet service,Yes,Yes,1,No,Yes,No,No,0
788,17,88.91210904957582,6364.764457068052,Two year,Electronic check,Fiber optic,No,No,No,No,0,Yes,Yes,Yes,Yes,0
789,9,106.36410524171562,7387.241326929782,One year,Credit card,DSL,No,No internet service,No,No,1,No,No,No,Yes,1
790,15,119.68091806811088,5363.534081674697,Month-to-month,Mailed check,Fiber optic,No internet service,Yes,No internet service,Yes,0,Yes,Yes,Yes,No phone service,1
791,24,62.68583287950896,1961.5879114292327,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,Yes,0,No,Yes,Yes,Yes,0
792,38,31.115087978331182,7166.733571596684,Month-to-month,Mailed check,No,No internet service,No,No,Yes,0,No,No,No,No phone service,0
793,35,23.0415880807968,1555.6941017488755,Month-to-month,Mailed check,DSL,No internet service,No,No internet service,No,0,No,Yes,Yes,Yes,0
794,49,92.68769061397717,1783.1783530385305,Month-to-month,Mailed check,DSL,No,No internet service,Yes,Yes,1,Yes,Yes,Yes,No phone service,1
795,69,107.40136713087156,2241.3976221088733,Two year,Bank transfer,Fiber optic,No internet service,No,No internet service,Yes,0,No,No,Yes,Yes,0
796,62,42.071258594441865,2503.5458607440187,Two year,Electronic check,Fiber optic,No internet service,No internet service,No internet service,Yes,0,No,Yes,No,No phone service,0
797,60,35.8448037189906,4164.389172835142,Two year,Credit card,DSL,No internet service,No,No internet service,No,0,Yes,Yes,Yes,No,0
798,50,26.220509152569097,5736.3131474289485,One year,Electronic check,Fiber optic,Yes,No internet service,No internet service,Yes,0,Yes,No,No,No,0
799,9,102.27029217172064,7417.044577765401,Two year,Credit card,Fiber optic,No internet service,No internet service,Yes,Yes,0,Yes,Yes,Yes,No phone service,1
800,34,51.13819398925843,798.6569399504693,Month-to-month,Electronic check,DSL,Yes,Yes,No internet service,No,1,No,No,Yes,Yes,0
801,35,60.169689275977646,7639.517961603064,Two year,Mailed check,DSL,No internet service,Yes,No,Yes,1,Yes,No,No,Yes,0
802,1,70.27501916096124,7378.451440064826,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No,0,Yes,No,Yes,No phone service,1
803,40,103.94532342095508,526.5944082302076,Two year,Credit card,No,Yes,Yes,No internet service,No,1,Yes,No,Yes,Yes,0
804,64,85.0833221561485,2946.536987763345,Month-to-month,Bank transfer,DSL,No internet service,Yes,No,No,0,Yes,Yes,Yes,No phone service,1
805,22,81.50646298578113,6523.832783364758,Two year,Electronic check,No,Yes,No,Yes,No,1,Yes,No,No,No,0
806,60,37.56720999559107,4931.454709287269,Month-to-month,Mailed check,Fiber optic,No internet service,Yes,No,No,0,No,Yes,No,No phone service,0
807,64,71.31898917098297,6254.842152715986,Month-to-month,Credit card,DSL,No internet service,No,No,Yes,0,No,Yes,No,Yes,1
808,11,91.53810171786552,5780.363376440111,One year,Electronic check,No,Yes,Yes,No,Yes,1,Yes,No,Yes,Yes,1
809,14,117.32608830304918,4024.483893704592,Two year,Credit card,DSL,No,Yes,No,Yes,0,Yes,No,No,No phone service,0
810,60,40.14063092133522,425.6225630184263,Month-to-month,Bank transfer,No,Yes,No internet service,No internet service,Yes,0,Yes,No,Yes,No phone service,0
811,30,20.954335306722665,4715.7187963095585,Two year,Bank transfer,DSL,No,Yes,No internet service,Yes,0,No,Yes,Yes,No phone service,0
812,35,27.530143359846974,483.6765591684382,Month-to-month,Electronic check,Fiber optic,Yes,No internet service,No internet service,Yes,0,No,Yes,Yes,No phone service,0
813,37,57.58524651819792,4869.441068527533,One year,Bank transfer,No,No,No internet service,No internet service,Yes,0,No,Yes,No,No,0
814,5,102.05446477459871,6423.245813700058,One year,Electronic check,DSL,No internet service,No internet service,Yes,Yes,1,Yes,No,No,Yes,1
815,26,20.714208176824506,4721.434814745157,One year,Electronic check,Fiber optic,No,No internet service,No internet service,No,1,No,Yes,No,Yes,0
816,62,65.67305928858403,7976.472256037407,One year,Bank transfer,No,No internet service,Yes,No internet service,Yes,1,No,No,Yes,No phone service,0
817,4,52.92306153413945,3701.345351425421,Month-to-month,Credit card,No,Yes,No internet service,Yes,Yes,1,No,No,No,No phone service,1
818,42,25.248171009972758,6015.736962471501,Two year,Credit card,DSL,No,Yes,No,No,0,Yes,Yes,No,No phone service,0
819,18,65.02362866726173,5370.985004761069,One year,Electronic check,Fiber optic,No internet service,Yes,No internet service,Yes,0,No,No,Yes,No,0
820,40,45.474870733671885,7932.310363308895,One year,Mailed check,DSL,Yes,No,No internet service,No,1,No,Yes,No,No,0
821,39,55.18848343470064,5734.430140109131,One year,Electronic check,No,No,No,No,Yes,0,No,Yes,No,No phone service,0
822,14,90.5615304784293,1395.8427785291763,Two year,Credit card,DSL,No internet service,No,No internet service,Yes,1,Yes,Yes,No,Yes,0
823,32,72.15509839109671,7648.589880696203,Month-to-month,Electronic check,DSL,No,No internet service,No,No,0,No,Yes,No,No,1
824,51,32.46474289928133,5375.440088921514,Month-to-month,Credit card,Fiber optic,No,Yes,No,Yes,0,Yes,No,No,Yes,0
825,38,116.1414540423639,568.7720233704802,Month-to-month,Bank transfer,Fiber optic,No internet service,Yes,No,No,1,Yes,Yes,No,No,1
826,23,83.59107657097384,5294.789615698438,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No,1,No,No,Yes,No phone service,1
827,63,96.58684256625315,7076.643312730723,Two year,Electronic check,Fiber optic,Yes,No,No,No,1,Yes,Yes,Yes,No phone service,0
828,15,27.921315000837083,4658.6307097211975,Two year,Bank transfer,DSL,No internet service,No,No internet service,Yes,1,No,Yes,Yes,Yes,0
829,25,24.70583794600189,2896.7551404528886,Two year,Bank transfer,No,No internet service,Yes,Yes,No,1,No,No,No,No phone service,0
830,17,21.944805036808116,6585.186109157867,One year,Mailed check,Fiber optic,No,Yes,No,No,1,Yes,Yes,No,Yes,0
831,66,38.879402777344445,6281.844864826053,Two year,Bank transfer,DSL,No internet service,Yes,No internet service,Yes,1,No,Yes,Yes,No phone service,0
832,53,61.44083977184951,4399.0390184272765,Month-to-month,Mailed check,DSL,No,No,No,No,0,No,Yes,Yes,No phone service,0
833,51,113.58261334028228,1319.4579821776126,Two year,Bank transfer,No,No,Yes,No internet service,No,1,No,No,No,Yes,0
834,39,65.70596592657763,2082.793235633133,One year,Credit card,No,No internet service,No,No internet service,Yes,1,Yes,Yes,No,No phone service,0
835,51,49.02551053725294,5934.023380270235,Month-to-month,Electronic check,Fiber optic,No internet service,No,Yes,Yes,1,Yes,Yes,No,No,0
836,70,76.19352535196633,6468.049106619927,Two year,Bank transfer,Fiber optic,No internet service,No,No,Yes,0,Yes,Yes,No,No phone service,0
837,6,31.193457813478926,2306.195696523819,Month-to-month,Credit card,Fiber optic,No internet service,No internet service,No internet service,No,0,No,No,No,Yes,1
838,67,80.95058910049832,3007.0821097756143,Month-to-month,Bank transfer,Fiber optic,Yes,No internet service,Yes,No,0,No,No,No,No phone service,1
839,7,76.84319543305033,713.2918934733816,Two year,Electronic check,No,No,Yes,No internet service,Yes,1,Yes,No,Yes,No,1
840,51,99.19930334057096,5736.349392095348,Two year,Bank transfer,DSL,Yes,No,No internet service,No,0,Yes,No,Yes,No phone service,0
841,42,118.6687611617024,128.26260234024764,One year,Bank transfer,DSL,Yes,Yes,Yes,No,1,No,Yes,No,No phone service,0
842,64,45.08734717161105,467.6780176306378,Two year,Electronic check,Fiber optic,No,No,No,Yes,1,Yes,No,Yes,No,0
843,15,70.96564508037606,134.3181354943103,Two year,Bank transfer,No,Yes,Yes,Yes,Yes,0,No,No,Yes,No phone service,0
844,29,110.88654063190036,5198.024708367172,Two year,Electronic check,Fiber optic,No internet service,Yes,No,Yes,1,Yes,No,No,No phone service,0
845,33,98.51898844228413,3397.3583088343175,Month-to-month,Mailed check,Fiber optic,No internet service,No internet service,No internet service,No,0,No,No,Yes,Yes,1
846,27,68.74063031008076,2450.619414612309,One year,Bank transfer,No,No internet service,No internet service,No internet service,Yes,0,No,Yes,No,Yes,0
847,36,114.53716496147779,7310.3379818211715,Month-to-month,Credit card,DSL,No internet service,No internet service,Yes,No,0,No,Yes,No,Yes,1
848,29,25.72366935168094,1623.1420779451926,Two year,Bank transfer,DSL,No,No internet service,Yes,Yes,0,Yes,No,Yes,Yes,0
849,38,113.0998619712584,3176.0072820130645,One year,Electronic check,Fiber optic,No internet service,No,Yes,No,1,No,No,Yes,No,0
850,57,25.050739238280656,7528.463227329238,Two year,Electronic check,No,No,Yes,No internet service,Yes,0,Yes,No,Yes,Yes,0
851,27,74.73047441146844,3474.141846412635,Month-to-month,Credit card,DSL,No,Yes,No,No,0,No,No,No,Yes,1
